reference,location,biome,site,Phenology / Leaf Form,Growth Form / Stature,Common Name,Species Name,max_root_depth,method,profile,P_mm,Seasonality,PET_mm,Topo Position,wt_range,wtd,Texture / Type,Hardpan Nature,depth_m,bedrock,bed_depth,human,latitude,longitude,altitude,authornotes,notes,root_depth
"Farrish, 1991","Near Ruston, N. Louisiana",temperate mix forest,PH-1: upland mixed forest site-1,"deciduous broad-leaf, evergreen needle-leaf",tree,"loblolly pine, southern red oak, red maple, sweetgum, water oak, black cherry, sassafras","Pinus taeda, Quercus falcata, Acer rubrum, Liquidambar styraciflua, Quercus nigra, Prunus serotina, Sassafras albidum",> 0.9,soil coring to 0.9m,yes,NA,NA,NA,well-drained upland,NA,NA,"loamy sand, on clay loam, on sandy loam, strongly acidic",NA,NA,NA,NA,NA,32.476,-92.5934,78,"fine roots were found in the deepest sampling layer; Based on extrapolation from the data, it is estimated that 3-5% of total fine-root biomass in these soils is below 90 cm; The wet weather ended in July and by late August, with the soil drying, root biomass began to rebound slowly, continuing into the fall.","6.5km SE of Ruston; this study also differentiate fine roots, and quantified changes in root distribution through a season",0.9
"Farrish, 1991","Near Ruston, N. Louisiana",temperate mix forest,PH-2: upland mixed forest site-2,"deciduous broad-leaf, evergreen needle-leaf",tree,"loblolly pine, southern red oak, red maple, sweetgum","Pinus taeda, Quercus falcata, Acer rubrum, Liquidambar styraciflua",> 0.9,soil coring to 0.9m,yes,NA,NA,NA,well-drained upland,NA,NA,"loamy sand, on clay loam, on sandy loam, on clay loam, strongly acidic",NA,NA,NA,NA,NA,32.4591,-92.612,79,"There was also a significant difference in both fine root biomass and surface area among sampling dates on the two pine-hardwood sites, withith maximum fineroot concentration on 16 June and the minimum on 8 August.","2.5km from PH-1, maintaining 6.5km radius from Ruston",0.9
"Farrish, 1991","Near Ruston, N. Louisiana",temperate mix forest,BH: bottomland hardwood forest site,deciduous broad-leaf,tree,"water oak, sweetgum, willow oak, blackgum, red maple, white oak, overcup oak","Quercus nigra, Liquidambar styraciflua, Quercus phellos, Nyssa sylvatica, Acer rubrum, Quercus alba, Quercus lyrata",> 1.0,soil coring to 1.0m,yes,NA,NA,NA,on fluvial floodplain of Corney Creek,0-1.5,NA,"loamy sand, on silt loam, poorly-drained, mottles at > 0.4m, extremely acidic",NA,NA,NA,NA,NA,32.9921,-92.8801,40,"76% of biomass and 81% of surface area was located in the upper 40 em of soil; 5-10% of total fine-root biomass below the 1 00-cm sampling depth; demonstrates the ability of these bottomland hardwood species to tolerate wet soil conditions; Live fine roots were extracted from the 90-100cm depth at every sampling time, even with the soil saturated for extended periods; by June the water table had fallen below 150 cm (data not shown) and fine-root concentrations had peaked.","56 north of Ruston on the floodplain of Corney Creek, the latter located and traced to be 56km N of Ruston",1
"February et al., 2011","Namaqualand, W. South Africa",ecotone between dwarf leaf succulent shrubs and grass,NA,perennial,shrub,Swart T'nouroebos,Ruschia robusta,1,excavation,yes,116,NA,NA,NA,NA,NA,"nutrient poor coarse sands with little organic matter, over a subsurface hardpan",NA,NA,NA,NA,NA,-30.533333333333335,18.716666666666665,873,The proportion of root material that belongs to shrubs was significantly higher in the top 5 cm of the soil than lower down;,max rooting depth extrapolated from Fig. 3 using last 3 points,1
"February et al., 2011","Namaqualand, W. South Africa",ecotone between dwarf leaf succulent shrubs and grass,NA,perennial,C4 grass,NA,Stipagrostas brevifolia,1.2,excavation,yes,116,NA,NA,NA,NA,NA,"nutrient poor coarse sands with little organic matter, over a subsurface hardpan",NA,NA,NA,NA,NA,-30.533333333333335,18.716666666666665,873,The proportion of root material that may be attributed to grasses is lower in the top two layers of the soil than lower down the profile,max rooting depth extrapolated from Fig. 3 using last 3 points,1.2
"February et al., 2013","near Darwin, Australia",broadleaved woody savanna,NA,evergreen broad-leaf,tree,NA,"Eucalyptus tetrodonta, Eucalyptus miniata",>0.6,soil pit to 0.6m,yes,1708,NA,NA,NA,NA,NA,sandy loams derived from underlying laterites,laterite,0.6,NA,NA,NA,-12.409527777777779,130.92038888888888,41,"Where water is not limiting to tree growth, such as at our study site, fire exclusion will lead to a biome shift from savanna to forest as forest tree species gradually establish","Eucalyptus dominate; tree roots dominate over annual-perennial grass roots under canopy and away, the former recorded here; no data below 0.6m but the laterite may be a barrier",0.6
"Fenner, 1980","W of Tsavo Natl Park, S Kenya",thorn bushland,NA,deciduous broad-leaf,emergent tree,Baobab,Adansonia digitata,1.8,gully bank exposure,no,496,no or little rain May-Oct,NA,near bottom of plain toward a river to NE,NA,NA,NA,NA,NA,NA,NA,NA,-2.3289,38.1472,670,"These calculations give the following dimensions: height of tree 32.0 m; length of root 43.9 m; depth of root at termination 1.8 m; area covered by roots 0.6 hectares... Such an extensive shallow root system is probably the best adapted to exploiting the low annual rainfall, most of which falls in the form of infrequent heavy downpours... Daily shrinkage of the trunks was measured, giving an estimate of c. 400 litres daily water deficit when the trees are in leaf. Seasonal shrinkage indicates a loss of up to 1500 litres of water during dry periods.","a study demonstrating the amazing storage capacity of Baobad; like cacti, plants with large storage have shallow and extradinarilly extensive lateral roots",1.8
"Fisher et al., 2007","Caxiuana National Forest, Para, Brazil",tropical rainforest,nautral site,evergreen broad-leaf,NA,NA,NA,> 10,soil pits to 10m,yes,2272,NA,NA,NA,NA,10 (in wet season),"yellow Oxisol, 75–83% sand, 12–19% clay",stony/laterite layer (0.3-0.4m thick),3.0 - 4.0,NA,NA,NA,-1.717638888888889,-51.46,50,"The site elevation is 15m above river level in the dry season, and the water table has occasionally been observed at a soil depth of 10m during the wet season… Measurements over 2 years in an eastern Amazonian rain forest indicate that transpiration is higher in the dry season than the wet season under normal circumstances, and there is little evidence for limitation of water use during the dry season.","Natural site has roots >10m deep, site with 50% through-fall stop at 5m; roots penetrated hardpan - rather smooth exponential decrease seen.",10
"Foldats & Rutkis, 1975",N Venezuela,tropical savanna,site 7 with WTD obs,"evergreen broad-leaf, but here flood-deciduous",tree or shrub,"chaparro, curata or parica",Curatella americana,5,excavation,no,NA,dry season Nov-Apr,NA,NA,1.7 - 7.4,4.5999999999999996,"high macropores, quick infiltration",NA,NA,NA,NA,NA,8.8538,-67.3775,94,"The principal physical factors determining the phenology of Curatellaa mericana (chaparro) are the annual variation of the water table; The high water table during the months of August and September, and its quick rise to such levels (in 2 months), induce anaerobic conditions, and give rise to high mortality rates in most of the young absorbing roots of chaparro. This phenomenon is transmitted in the plant in the form of senescence of the leaves, visibly characterized by the chlorosis of their blades. The most active leaffall of chaparro occurs during the months of November and December...","""The main roots of the species run close to the soil surface and may reach 20m or more in length (Fig. 2). Lateral roots, originating from the primary roots, penetrate the soil to depths of 6m or more. Though the chaparro is considered to be an evergreen tree, nevertheless it sheds its leaves yearly.""",5
"Foldats & Rutkis, 1975",N Venezuela,tropical savanna,site 7 with WTD obs,evergreen broad-leaf,tree or shrub,manteco,Byrsonima crassifolia,<5,excavation,no,NA,dry season Nov-Apr,NA,NA,1.7 - 7.4,4.5999999999999996,"heavier soil, low macropores, higher water holding capacity",NA,NA,NA,NA,NA,8.8538,-67.3775,94,"In the Biological Station, chaparros and mantecos live in the same macroclimate. Thus the different patterns of their annual transpiration rates (for individual leaves) are not climatically induced; the dominant control is variation in soil water table... The annual transpiration curves for both trees have two maxima and two minima. In the case of chaparros the two peaks are almost of the same magnitude, but there is a notable difference between the two in the case of mantecos. The second annual decline of transpiration rates for the two species is not the result of lack of water in soil, but is due to an excess of it, which creates anaerobic conditions and retards water uptake in the roots.","""the root system of manteco is shallower than that of chaparro; the roots are unable to follow the descending water table as deep as the roots of chaparro, and depend more on the available water in superficial soil levels.""",NA
"Flombaum & Sala, 2012","INTA Rio Mayo, Argentina",Patagonian steppe,NA,perennial,bunch grass,Desert needle grass,Stipa speciosa,0.5,unclear,no,170,rain mostly in fall and winter,NA,NA,NA,NA,coarse textured with gravel and stones,NA,NA,NA,NA,species removed/ thinned to create gradients,-45.68333333333333,-70.26666666666667,430,"Shrubs have deep roots and absorb water from deeper layers whereas grasses with their shallow roots take up water from upper soil layers. Water resources in these two layers have different seasonal dynamics and consequently shrubs and grasses are linked to two distinct resources. 
Species in Patagonia show high degree of niche complementarity as a result of traits affecting carbon, water, microclimate, and nitrogen dynamics of the ecosystem. 
Traits associated with water had the largest contribution to niche complementarity and those associated with nitrogen smallest. 
Therewas a clear gradient for species rooting depth, a key trait in arid ecosystems since it is related to resource uptake in space and time",Rooting depth from Fig.1,0.5
"Flombaum & Sala, 2012","INTA Rio Mayo, Argentina",Patagonian steppe,NA,perennial,bunch grass,NA,Stipa humilis,0.45,unclear,no,170,rain mostly in fall and winter,NA,NA,NA,NA,coarse textured with gravel and stones,NA,NA,NA,NA,species removed/ thinned to create gradients,-45.68333333333333,-70.26666666666667,430,NA,NA,0.45
"Flombaum & Sala, 2012","INTA Rio Mayo, Argentina",Patagonian steppe,NA,perennial,bunch grass,NA,Poa ligularis,0.7,unclear,no,170,rain mostly in fall and winter,NA,NA,NA,NA,coarse textured with gravel and stones,NA,NA,NA,NA,species removed/ thinned to create gradients,-45.68333333333333,-70.26666666666667,430,NA,NA,0.7
"Flombaum & Sala, 2012","INTA Rio Mayo, Argentina",Patagonian steppe,NA,perennial,shrub,"neneo, black grass, grass snake",Mulinum spinosum,0.95,unclear,no,170,rain mostly in fall and winter,NA,NA,NA,NA,coarse textured with gravel and stones,NA,NA,NA,NA,species removed/ thinned to create gradients,-45.68333333333333,-70.26666666666667,430,NA,NA,0.95
"Flombaum & Sala, 2012","INTA Rio Mayo, Argentina",Patagonian steppe,NA,perennial,shrub,NA,Adesmia volckmanni,1.4,unclear,no,170,rain mostly in fall and winter,NA,NA,NA,NA,coarse textured with gravel and stones,NA,NA,NA,NA,species removed/ thinned to create gradients,-45.68333333333333,-70.26666666666667,430,NA,NA,1.4
"Flombaum & Sala, 2012","INTA Rio Mayo, Argentina",Patagonian steppe,NA,perennial,shrub,"Yuyo moro, rosemary, blackberry bush, Black Bush, silver charcao",Senecio filaginoides,1.7,unclear,no,170,rain mostly in fall and winter,NA,NA,NA,NA,coarse textured with gravel and stones,NA,NA,NA,NA,species removed/ thinned to create gradients,-45.68333333333333,-70.26666666666667,430,NA,NA,1.7
"Follett et al., 1974",SE North Dakota,crop land,A,annual,grass,corn,Zea mays L.,0.52,excavation,yes,NA,NA,NA,poorly drained,0.57-1.46,1.33,Fossum sandy loam,NA,NA,NA,NA,crops,46.1359,-98.1233,407,"As previously discussed, site A was poorly aerated particularly below 30 cm. Although some root penetration was observed to about 60 cm, the majority of roots were above 30 cm",lat-lon aprox on line from Oakes westward,0.52
"Follett et al., 1974",SE North Dakota,crop land,B,annual,grass,corn,Zea mays L.,0.73,excavation,yes,NA,NA,NA,poorly drained,0.96-1.85,1.71,Fossum sandy loam,NA,NA,NA,NA,crops,46.1358,-98.1327,408,"General notes: Ten sites, representing a range of water table conditions, were selected for sampling based upon observation well data collected from July 1 through the remaining growing season.",lat-lon aprox on line from Oakes westward,0.73
"Follett et al., 1974",SE North Dakota,crop land,C,annual,grass,corn,Zea mays L.,0.72,excavation,yes,NA,NA,NA,poorly to somewhat poorly drained,1.13-2.02,1.89,Hamar sandy loam,NA,NA,NA,NA,crops,46.1327,-98.1422,410,"Roots at site C (Fig. 2B) suggest that depth of rooting did not continue to proceed as the water table declined. Rather, effective depth of penetration was probably determined at some stage of root development",lat-lon aprox on line from Oakes westward,0.72
"Follett et al., 1974",SE North Dakota,crop land,D,annual,grass,corn,Zea mays L.,0.82,excavation,yes,NA,NA,NA,poorly drained,1.27-2.16,2.02,Fossum fine sandy loam,NA,NA,NA,NA,crops,46.1398,-98.1495,414,General notes: Root distribution was observed to be highly dependent upon profile depth and depth to water table.,lat-lon aprox on line from Oakes westward,0.82
"Follett et al., 1974",SE North Dakota,crop land,E,annual,grass,corn,Zea mays L.,0.81,excavation,yes,NA,NA,NA,poorly drained,1.37-2.26,2.12,Fossum loamy fine sand,NA,NA,NA,NA,crops,46.1327,-98.1599,415,NA,lat-lon aprox on line from Oakes westward,0.81
"Follett et al., 1974",SE North Dakota,crop land,F,annual,grass,corn,Zea mays L.,0.81,excavation,yes,NA,NA,NA,moderately well drained,1.42-2.31,2.1800000000000002,Hecla loamy sand,NA,NA,NA,NA,crops,46.1421,-98.1642,416,"Root systems at sites F and J were deeper than at site C, apparently as a result of greater depth to water table.",lat-lon aprox on line from Oakes westward,0.81
"Follett et al., 1974",SE North Dakota,crop land,G,annual,grass,corn,Zea mays L.,0.91,excavation,yes,NA,NA,NA,moderately well drained,1.64-2.54,2.4,Hecla loamy fine sand,NA,NA,NA,NA,crops,46.1294,-98.1763,417,NA,lat-lon aprox on line from Oakes westward,0.91
"Follett et al., 1974",SE North Dakota,crop land,H,annual,grass,corn,Zea mays L.,0.91,excavation,yes,NA,NA,NA,moderately well drained,1.79-2.67,2.54,Hecla loamy fine sand,NA,NA,NA,NA,crops,46.1424,-98.1754,422,NA,lat-lon aprox on line from Oakes westward,0.91
"Follett et al., 1974",SE North Dakota,crop land,I,annual,grass,corn,Zea mays L.,0.83,excavation,yes,NA,NA,NA,moderately well drained,1.80-2.69,2.56,Hecla loamy sand,NA,NA,NA,NA,crops,46.1271,-98.194,426,NA,lat-lon aprox on line from Oakes westward,0.83
"Follett et al., 1974",SE North Dakota,crop land,J,annual,grass,corn,Zea mays L.,0.85,excavation,yes,NA,NA,NA,moderately well drained,1.88-2.77,2.64,Hecla loamy fine sand,NA,NA,NA,NA,crops,46.1191,-98.1998,425,"Root systems at sites F and J were deeper than at site C, apparently as a result of greater depth to water table.",lat-lon aprox on line from Oakes westward,0.85
"Frangi & Lugo, 1985","Puerto Rico, Luquillo Experimental Forest Biosphere Reserve",subtropical floodplain forest,NA,evergreen broad-leaf,tree,montane palm,Prestoea montana,1,soil pits + coring,yes,3870-4700,NA,NA,floodplain,0.25-2.00,1.1200000000000001,coarse with clay lenses,NA,NA,NA,NA,NA,18.2795,-65.7587,750,"Almost pure palm stands are found on steep slopes and in floodplains of mountain streams. In both habitats they are exposed to saturated soil or periodic flooding. Five wells were dug to the permanent water table (25-200 cm) and lined with plastic pipe. A second
Leopold-Stevens water level recorder with an expanded scale was placed inside the forest to measure changes in the level of the water table in a well dug to 100 cm. Most of the root biomass (68%) was in the upper 20 cm of the soil profile( Fig. 3B)","location determined by given elevaton on GoogleEarth, on norh-facing slope and valley with palm forests",1
"Franzluebbers & Stuedemann, 2009","central Georgia, US",managed pasture,NA,perennial,grass,"Coastal’ bermudagrass, ‘Georgia 5’ tall fescue","Cynodon dactylon, Lolium arundinaceum",> 1.5,soil coring,Org C profile,1250,NA,1560,15 ha upland field,NA,NA,sandy loam,NA,NA,NA,NA,forest converted to crop then to pasture,33.3514,-83.4042,169,NA,nearest ~15ha upland field is selected; SOC obs only - roots inferred; plots with different fertilization but no difference in SOC,1.5
"Freycon et al., 2015",Central African Republic,semi-deciduous tropical rain forest,"Mbaiki, profile-1",semi-deciduous,emergent tree,sapele or sapelli,Entandrophragma cylindricum,>10,trench wall,yes,1740,dry season in Nov-Mar,NA,top of a plateau,NA,NA,Ferralsols developed on Precambrian quartzite-sandstone,"gravel at 1-3m, on duricrust and/or weathered rocks",1.0-3.0,weathered sandstone,4,NA,3.8775,17.905555555555555,564,"In the present study, wewere unable to reach themaximumrooting depth and, given the number of fine roots still found in our deepest samples, we suggest that, in Ferralsols, roots extend down to at least 10 m.",differentiating fine vs. coarse roots,10
"Freycon et al., 2015",Central African Republic,semi-deciduous tropical rain forest,"Mbaiki, profile-2",semi-deciduous,emergent tree,sapele or sapelli,Entandrophragma cylindricum,8,"trench wall, plus soil cores",yes,1740,dry season in Nov-Mar,NA,top of a plateau,NA,NA,Ferralsols developed on Precambrian quartzite-sandstone,"gravel at 1-3m, on duricrust and/or weathered rocks",1.0-3.0,weathered sandstone,4,NA,3.8855555555555554,17.90361111111111,586,Rooting depth was observed down to a depth of 8m in the Ferralsol at Mbaiki 2; we found that the roots were not stopped by the gravelly or stony horizons,"Deep rooting could also enable the roots to reach the water table, whose depth is estimated to range from 8 to 25 m (Bonsor & McDonald 2011) in this region of the Central African Republic",8
"Freycon et al., 2015",Central African Republic,"semi-deciduous tropical rain forest, more evergreen","Ngotto, profile-1",semi-deciduous,emergent tree,sapele or sapelli,Entandrophragma cylindricum,3,trench wall,yes,1740,dry season in Nov-Mar,NA,top of a plateau,NA,NA,Arenosols developed on Cretaceous sandstone,NA,NA,NA,NA,NA,4.020833333333333,17.171944444444446,637,"In the two topsoil profile at the Ngotto site,we observed a dense root mat;",NA,3
"Freycon et al., 2015",Central African Republic,"semi-deciduous tropical rain forest, more evergreen","Ngotto, profile-2",semi-deciduous,emergent tree,sapele or sapelli,Entandrophragma cylindricum,5.2,"trench wall, plus soil cores",yes,1740,dry season in Nov-Mar,NA,top of a plateau,NA,NA,Arenosols developed on Cretaceous sandstone,NA,NA,NA,NA,NA,4.027777777777778,17.16,626,Rooting depth was observed down to a depth of 5.20 m in the Arenosol at Ngotto 2,"At Ngotto, we were obliged to stop digging at a depth of 3m, due to technical difficulties caused by the sandy soils (the pit collapsed)",5.2
"Gaines et al., 2015","Shale Hills CZO, central Pennsylvania",temperate mixed hardwood forest,ridge,deciduous broad-leaf,tree,"oak, maple, pine","Quercu, Acer, Pinus species",1,soil coring to 0.99m,yes,1006,evenly distributed,NA,"ridge, well drained",NA,NA,"well-draines silt loam, shale fragments",NA,NA,fractured shale of many meters deep,~0.5,NA,40.6421,-77.9065,278,"Based on multiple lines of evidence, including stable isotope natural abundance, sap flux and soil moisture depletion patterns with depth, the majority of water uptake during the dry part of the growing season occurred, on average, at less than ∼60 cm soil depth throughout the catchment... these types of forests may rely considerably on water sources that are quite shallow, even in the drier parts of the growing season.",root length sampling was done on N-facing slope near outlet,1
"Gaines et al., 2015","Shale Hills CZO, central Pennsylvania",temperate mixed hardwood forest,mid slope,deciduous broad-leaf,tree,"oak, maple, pine","Quercu, Acer, Pinus species",1,soil coring to 1.09m,yes,1006,evenly distributed,NA,"mid slope, well drained",NA,NA,"well-draines silt loam, shale fragments",NA,NA,fractured shale of many meters deep,~1.0,NA,40.6425,-77.9072,269,NA,this is a good examle of per-humid climate with frequent rain and shallow rooting,1
"Gaines et al., 2015","Shale Hills CZO, central Pennsylvania",temperate mixed hardwood forest,valley,deciduous broad-leaf,tree,"oak, maple, pine","Quercu, Acer, Pinus species",1,soil coring to 1.02m,yes,1006,evenly distributed,NA,"valley, not as well drained",NA,0.5,"fine loam, higher clay content, frequent saturation",NA,NA,fractured shale of many meters deep,~2.0,NA,40.6428,-77.9075,260,"Due to seasonally saturated conditions, valley soils had redoximorphic features at ∼0.3–0.5 m depth",NA,1
"Gary, 1963","Salt River, C. Arizona",Riparian forest,higher bank,evergreen or deciduous,tree,five-stamen Tamarisk,Tamarix pentantra,3.6576000000000004,excavation,yes,NA,NA,NA,higher bank with 10' WTD,NA,3.05,"sandy loam 3', caly 1.5', sandy loam4.5', clay 1', sand/gravel 4'",NA,NA,NA,NA,introduced species,33.5337,-111.6244,414,"Where the water table is deep, tamarisk produced long tap roots, and branch root development is vertical in direction. Radial or horizontal spread of the branch  roots is limited mostly to areas immediately above the ground water table and in the capillary fringe. In areas of shallow ground water with capillary zones extending to the soil surface, tap roots are also developed, and secondary roots occupy all zones of the soil profile above the water table. Horizontal development of roots is greatest under these condition. The ground-water table seems to limit the depth to which the roots penetrate, although functioning tamarisk roots were found extending more  han 2 feet into the ground-water table. Apparently root systems of mature tamarisk are capable of surviving long periods of complete soil saturation. The plants in general are capable of surviving short periods of complete inundation by water...","beautiful scaled-drawings, like Sprakling and Reed; 5 trees of 11ft tall and 1.5in diameter on average",3.6576000000000004
"Gary, 1963","Salt River, C. Arizona",Riparian forest,lower bank,evergreen or deciduous,tree,five-stamen Tamarisk,Tamarix pentantra,0.64008000000000009,excavation,yes,NA,NA,NA,lower bank with shallower WT,NA,0.76200000000000001,"clay 1', sand/gravel 2'",NA,NA,NA,NA,introduced species,33.5543,-111.6279,411,NA,one 17ft tall 4in diameter tree,0.6400800000000001
"Gary, 1963","Salt River, C. Arizona",Riparian forest,lower bank (2.5' above river level),deciduous broad-leaf,shrub,seep-willow baccharis,Baccharis glutinosa,0.57911999999999997,excavation,yes,NA,NA,NA,lower bank (2.5' above river level),NA,0.76200000000000001,"clay 1', sand/gravel 2'",NA,NA,NA,NA,NA,33.5539,-111.6252,411,"The plant is seldom found away from sources of perennial surface water...All seepwillow plants exhibited very definite tap root development. The greatest concentration of branch roots was contained  in the first foot of soil. No roots of seepwillow were found extending into the ground-water table. However, the plant is known to survive extended periods of complete soil saturation.","8 plants of 10ft tall and 1"" diameter",0.57912
"Gary, 1963","Salt River, C. Arizona",Riparian forest,sandy site with 4' WTD,evergreen,rhizomatous shrub,arrowweed,Pluchea sericea,1.31064,excavation,yes,NA,NA,NA,sandy site with 4' WTD,NA,1.2192000000000001,sand,NA,NA,NA,NA,NA,33.5546,-111.6227,412,"Lateral root development was exhibited on all plants excavated. Most arrowweed plants in a thicket seem to be connected by a common lateral root system, and extensive excavations were required to find three individual root systems not connected to other plants. Of the three root systems excavated, rebranching lateral roots reached well into the capillary fringe above the water table. The greatest concentration of roots was immediately above the water table. Small white fleshy roots commonly extended into the zone of saturation.","3 plants of 6' tall and 0.7"" diameter",1.31064
"Gaze et al., 1998","Sahel, SW Niger",grass savanna,4km W of ICRISAT Sahelian Center,deciduous broad-leaf,shrub,NA,Guiera senegalensis,>3.5,soil samples,yes,585,NA,2294,2-3% slope,NA,32,sandy (2-5m deep),weathered laterite,2.0 - 5.0,NA,NA,regenerating natural veg,13.2265,2.2567,214,This sandy soil was 2 to 5 m deep overlying a weathered laterite layer. Below this was a sequence of Continental Terminal Miocene deposits (siltstones and mudstones) with a ground-water table within an oolitic ironstone aquifer at about 32 m below the soil surface.,roots for G. s. are not followed below 2m (Fig.2) but water extraction by roots is still significant at 3.5m depth (Fig.5),3.5
"Gaze et al., 1998","Sahel, SW Niger",grass savanna,4km W of ICRISAT Sahelian Center,annual and perennial,herbs and grass,NA,"Cassia mimosoides, Cenchrus biflorus, Digitaria gayana, Eragrostis tremula, Mitracarpus villosus, Sida cordifolia",0.4,soil samples,yes,585,NA,2294,2-3% slope,NA,32,sandy (2-5m deep),weathered laterite,2.0 - 5.0,NA,NA,regenerating natural veg,13.2283,2.2538,214,maximum depth of wetting front in 1993 is 3.75 - 4.0m (Table-1),"given longitude off - should be 2 degree E, not 20; there is a photo on the ICRISAT center on GE",0.4
"Gemmer, 1928","W. Florida, Choetawhatchee National Forest",subtropical moist forest,NA,evergreen needle-leaf,tree,Longleaf pine,Pinus palustris,2.1335999999999999,excavation,drawing,NA,NA,NA,NA,NA,NA,sandy coastal plain,NA,NA,NA,NA,NA,30.5701,-86.6001,50,"The tap-root was five and a half feet long, stocky, and a firm anchor for the little tree. From this root a few small laterals penetrated the deeper soils",Figure shows max depth at 7 feet; location at the center of the National Forest,2.1336
"Gentile et al., 2003",S. Uruguay,temporate grassland,NA,perennial,grass,tall fescue,Festuca arundinacea Schreb,1.7,soil coring,yes,1100,evenly distributed,NA,NA,NA,NA,silty clay loam,NA,NA,NA,NA,mixed cropping system,-34.332,-57.6834,61,The maximum rooting depth was greater than 1 m for each of the species. All three forage crops had 50% of their root biomass located in the upper 20 cm of the soil profile.,extrapolated from Fig.1 - very uncertain,1.7
"Gentile et al., 2003",S. Uruguay,temporate grassland,NA,perennial,herb,alfalfa,Medicago sativa L.,2,soil coring,yes,1100,evenly distributed,NA,NA,NA,NA,silty clay loam,NA,NA,NA,NA,mixed cropping system,-34.332,-57.6834,61,"Tall fescue and chicory had a large number of root axes present in the top 20 cm, whereas alfalfa had a greater number of root axes from 20 to 60 cm.",extrapolated from Fig.1 - very uncertain,2
"Gentile et al., 2003",S. Uruguay,temporate grassland,NA,perennial,herb,chicory,Cichorium intybus L.,1.8,soil coring,yes,1100,evenly distributed,NA,NA,NA,NA,silty clay loam,NA,NA,NA,NA,mixed cropping system,-34.332,-57.6834,61,NA,extrapolated from Fig.1 - very uncertain,1.8
Germon et al. 2016,"S France, Restinclières farm estate, near Montpellier",Mediterranean woodland,alley-cropping plot,deciduous broad-leaf,tree,eastern black walnut,Juglans regia×nigra cv. NG23,4.7,mini rhizotron,no,873,"min Jul, max Sep-Dec",NA,NA,5.0 - 7.0,6,silty clay (25 % clay 60 % silt) deep alluvial fluvisol,NA,NA,NA,NA,crop-tree intercropping,43.7047,4.0343,62,"Deep (>2.5 m) root growth occurred at two distinct periods, at bud break in spring and throughout the winter i.e., after leaf fall. In contrast, shallow roots grew mainly during the spring-summer period. Maximum root elongation rates ranged from 1 to 2 cmday−1 depending on soil depth.Most rootmortality occurred in upper soil layers whereas only 10 % of fine
roots below 4 m died over the study period... conditions. At our study site, a water table is present at a depth between 5 and 7 m and soil volumetric moisture varied little during spring and early summer months throughout the soil profile (data not shown), except in the topsoil.",the lat-lon given is in a forest on ridge top; moved to nearest inter-crop field,4.7
"Gevorkiantz et al., 1943",Northern Minnesota,Boreal forest,Cutfoot Experimental Forest,evergreen needle-leaf,tree,jack pine,Pinus banksiana,2.9,excavation,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.5458,-94.0635,413,"...root washing studies on the Cutfoot Experimental Forest near Deer River, Minnesota suggests that crown density could be used safely as an index of root development. Jack pines with good crown density almost invariably had deep, sturdy root systems, while those of poor crown density had shallow, weak root systems.","The author did not conduct the study but report ""Conducted by H. J. MacAloney of the Bureau of Entomology and Plant Quarantine and P. J. Zehngraff"".",2.9
"Gibbens and Lenz, 2001; Gile, Gibbens and Lenz, 1998","Chihuahuan Desert, New Mexico",xeric shrubland,"Site-1, or Site-C in Gile et al. 1998",evergreen broad-leaf,shrub,creosotebush,Larrea tridentata,1.6,excavation,drawings,247,8 month dry season,NA,"upper bajada, 4% slope",NA,NA,"loamy, with gravel-stone",petrocalcic horizon (0.4m),0.3,NA,NA,NA,32.4709,-106.7538,1400,Radial spread of both roots > 2 m…some angled upward to <7 cm of surface. Several traced into petrocalcic horizon for 5-10 cm but it was extremely time-consuming to follow roots in this medium so none were traced through the ~40 cm thick material... large number of roots 0·2-1-4 mm in diameter were found at 1·5m depth...,"root depth read from Fig.13 in Gile et al., 19988 (Site-C)",1.6
"Gibbens and Lenz, 2001; Gile, Gibbens and Lenz, 1998","Chihuahuan Desert, New Mexico",xeric shrubland,"Site-1, or Site-C in Gile et al. 1998",semi-deciduous,shrub,tarbush,Flourensia cernua,1,excavation,drawings,247,8 month dry season,NA,"upper bajada, 4% slope",NA,NA,"loamy, with gravel-stone",petrocalcic horizon (0.4m),0.3,NA,NA,NA,32.4709,-106.7538,1400,most tarbush roots were above petrocalcic horizon but were traced into the petrocalcic layer at several points. Some angled upward to <8cm of surface… Roots 0·2 to 2·4 mm diameter found below the petrocalcic horizon.,"root depth read from Fig.14 in Gile et al., 19988 (Site-C)",1
"Gibbens and Lenz, 2001; Gile, Gibbens and Lenz, 1998","Chihuahuan Desert, New Mexico",xeric shrubland,"Site-2, or Site-A in Gile et al., 1998",evergreen broad-leaf,shrub,creosotebush,Larrea tridentata,5.5,excavation,drawings,247,8 month dry season,NA,"toe of bajada, 1% slope",NA,NA,fine loamy,2 calcic horizons,0.8 and 2.3,NA,NA,NA,32.4828,-106.7369,1316,Roots of both plants extended through calcic horizon… root of one traced to a depth of 5 m but a 1-mm diameter at this depth indicated it probably did not extend much further.,"root sketch shown in Fig.2; root not followed below 5m but appears strong and assumed to be 5.5m, site near a T in the road - easy to locate",5.5
